Q9NXB0	MKS1
A4ZI32	Fanconi anemia core complex 100 kDa subunit {ECO:0000313|EMBL:ABK88282.1}
Q8IYJ3	SYTL1
B9ZVM7	ICA1
B3KML9	cDNA FLJ11352 fis, clone HEMBA1000020, highly similar to Tubulin beta-2C chain {ECO:0000313|EMBL:BAG
Q8NG77	OR2T12
I3L2R3	NDE1
Q8NG78	OR8G5
P51948	MNAT1
I3L2R9	NDE1
B4DT29	cDNA FLJ51082, highly similar to Actin-like protein 3 {ECO:0000313|EMBL:BAG61841.1}
P50616	TOB1
H0YA24	PLRG1
B4DSQ5	Protein transport protein SEC23 {ECO:0000256|RuleBase:RU365030}
Q49A88	CCDC14
B4DT20	MICOS complex subunit MIC60 {ECO:0000256|RuleBase:RU363000}
B4DSS1	cDNA FLJ54337, highly similar to DEP domain-containing protein 5 {ECO:0000313|EMBL:BAG61733.1}
P23083	IGHV1-2
P51955	NEK2
A0A386NG45	TP53
A0A087X127	ZMIZ2
P51957	NEK4
P51956	NEK3
Q8NG75	OR5T1
Q8NFV5	SPDYE1
Q8NG76	OR2T33
Q8IYJ0	PIANP
P35052	GPC1
Q2PPJ7	RALGAPA2
P36383	GJC1
P36382	GJA5
F8VVE5	RACGAP1
Q8NG66	NEK11
Q8NFU7	TET1
Q8IYI6	EXOC8
P51959	CCNG1
Q8IYI8	ZNF440
I3L2S8	NDE1
B4DSR6	cDNA FLJ52684, highly similar to Dynein heavy chain, cytosolic {ECO:0000313|EMBL:BAG61728.1}
P48357	LEPR
Q7LFX5	CHST15
A0A0S2Z618	MCM8
B4DSR4	cDNA FLJ59973, highly similar to Elongation factor 1-gamma {ECO:0000313|EMBL:BAG61726.1}
P49682	CXCR3
P24385	CCND1
P24386	CHM
P49685	GPR15
A0A0S2Z5N1	CDC73
B3KN03	cDNA FLJ13115 fis, clone NT2RP3002631, highly similar to Importin-11 {ECO:0000313|EMBL:BAG51165.1}
P49683	PRLHR
P51965	UBE2E1
Q6ZVG8	cDNA FLJ42602 fis, clone BRACE3011271, moderately similar to Patched protein {ECO:0000313|EMBL:BAC85
B7ZA86	cDNA, FLJ79100, highly similar to 14-3-3 protein epsilon (14-3-3E) {ECO:0000313|EMBL:BAH14572.1}
Q8NFU5	IPMK
I3L350	CLUH
Q8NG57	ELOA3
Q8NFT8	DNER
Q8NFT6	DBF4B
Q8IYH5	ZZZ3
I3L2T8	NDE1
B4DT46	cDNA FLJ57889, highly similar to Cytochrome b-245 light chain {ECO:0000313|EMBL:BAG61858.1}
H3BM93	NUP93
A0A0S2Z5M9	CDC73
B4DT49	cDNA FLJ50658, highly similar to T-cell surface glycoprotein CD4 {ECO:0000313|EMBL:BAG61861.1}
Q64FY6	CDK8
B4DT45	cDNA FLJ53188, highly similar to Retinoblastoma-like protein 2 {ECO:0000313|EMBL:BAG61857.1}
P24394	IL4R
P51970	NDUFA8
A0A385DPC5	USH1G
Q9H3D4-12	TP63
P24390	KDELR1
P49675	STAR
B3KMP2	cDNA FLJ11747 fis, clone HEMBA1005530, highly similar to Anaphase-promoting complex subunit 7 {ECO:0
A0A0S2Z601	UCK1
H3BLY2	BORA
P49674	CSNK1E
B3KMP5	cDNA FLJ11842 fis, clone HEMBA1006652, highly similar to Ribosomal protein L7-like 1 {ECO:0000313|EM
Q6ZVH7	ESPNL
B3KMP9	cDNA FLJ11884 fis, clone HEMBA1007194, highly similar to Origin recognition complex subunit 6 {ECO:0
P35030	PRSS3
D3DNA1	ITGB5
Q49A90	RPS27A
Q8IYG4	CYP19A1
P24387	CRHBP
A0A386NFX3	TP53
Q49AM6	COL4A5
H3BMX0	NUP93
C9J177	PPP1R7
B3KMI0	Cleavage and polyadenylation specificity factor subunit 2 {ECO:0000256|RuleBase:RU365006}
A0A024QZR3	Protein pelota homolog {ECO:0000256|RuleBase:RU362019}
B3KMI5	alpha-1,2-Mannosidase {ECO:0000256|RuleBase:RU361193}
A0A087X1N6	BLOC1S2
B3KMH6	cDNA FLJ11033 fis, clone PLACE1004203, highly similar to Semaphorin-7A {ECO:0000313|EMBL:BAG50988.1}
A0A0S2Z5C9	FTSJ1
Q6JH02	Apoptosis-regulated protein 1 {ECO:0000313|EMBL:AAS64748.1}
B3KMH8	Autophagy protein 5 {ECO:0000256|RuleBase:RU361202}
Q6JH03	Apoptosis-regulated protein 2 {ECO:0000313|EMBL:AAS64747.1}
Q14DU5	ROCK2
Q8NGL2	OR5L1
Q8NGL3	OR5D14
B3KMH9	cDNA FLJ11047 fis, clone PLACE1004510, highly similar to Homo sapiens TAF2 RNA polymerase II, TATA b
Q8NGL0	OR5L2
Q8NGL1	OR5D18
I3L2N2	DVL2
Q8NGL6	OR4A15
Q8NGL7	OR4P4
H0YB02	PPP3CC
Q8NGL4	OR5D13
H0YB06	PPP2R2D
Q8NGL9	OR4C16
H0YB04	PPP3CC
P38919	EIF4A3
P13639	EEF2
P13637	ATP1A3
B7ZA71	APEX2
P51911	CNN1
B3KMJ0	cDNA FLJ11145 fis, clone PLACE1006626, highly similar to Endoribonuclease Dicer {ECO:0000313|EMBL:BA
B7ZA74	cDNA, FLJ79088, highly similar to UV excision repair protein RAD23 homolog B {ECO:0000313|EMBL:BAH14
P13631	RARG
B3KMI7	cDNA FLJ11124 fis, clone PLACE1006170, highly similar to Adapter-related protein complex 2 alpha- 2 
B3KMI9	cDNA FLJ11140 fis, clone PLACE1006488, highly similar to Signal recognition particle 68 kDa protein 
Q8NGK1	OR51G1
Q8NGK2	OR52B4
Q8NGK0	OR51G2
P01624	IGKV3-15
Q8NGK5	OR52M1
Q8NGK6	OR52I1
Q8NGK3	OR52K2
B4DSN3	cDNA FLJ60345, highly similar to Protein transport protein Sec24C {ECO:0000313|EMBL:BAG61695.1}
Q8NGK4	OR52K1
Q8NGK9	OR5D16
C9J196	DAG1
F8VV47	RACGAP1
H0YAQ0	ASH2L
A0A2U3TZQ7	SMARCE1
B3KMK3	cDNA FLJ11241 fis, clone PLACE1008603, highly similar to Nuclear pore complex protein Nup155 {ECO:00
Q5CZC0	FSIP2
B3KMK7	cDNA FLJ11291 fis, clone PLACE1009659, highly similar to Nck-associated protein 1 {ECO:0000313|EMBL:
A0A087X209	CDK13
Q8NGJ0	OR5A1
Q8NGJ1	OR4D6
B4DT09	cDNA FLJ60145, highly similar to Homo sapiens dendritic cell protein (hfl-B5), mRNA {ECO:0000313|EMB
P00325	ADH1B
Q8NGJ4	OR52E2
H3BN72	COX4I1
Q8NGJ5	OR51L1
P00326	ADH1C
Q8NGJ2	OR52H1
Q8NGJ3	OR52E1
I3L318	CLUH
H3BN71	AP1G1
Q8NGJ8	OR51S1
Q8NGJ9	OR51T1
Q8NGJ6	OR51A4
Q8NGJ7	OR51A2
A0A386NFY2	TP53
Q8NGI9	OR5A2
Q6Y288	B3GLCT
F8VV37	RACGAP1
A0A087X1Q1	TP53
F8VV39	RACGAP1
P13611	VCAN
A0A075B6H4	KAT14
P13612	ITGA4
I3L2Q0	MED11
B7ZA56	cDNA, FLJ79070, highly similar to Optineurin {ECO:0000313|EMBL:BAH14542.1}
Q8NGI0	OR52N2
P26927	MST1
P50607	TUB
Q8NGI3	OR56B1
Q8NGI4	OR4D11
H3BN84	SGF29
Q8NGI2	OR52N4
Q8NGI7	OR10V1
Q49AN0	CRY2
Q8NGI8	OR5AN1
H0YAP7	ELP3
Q8NGI6	OR4D10
Q6NSZ9	ZSCAN25
O15287	FANCG
Q2LE71	ARPC3
P13667	PDIA4
B4DSI8	cDNA FLJ60344, highly similar to Probable global transcription activator SNF2L4 {ECO:0000313|EMBL:BA
A1L190	SYCE3
B7ZA24	Signal transducer and activator of transcription {ECO:0000256|RuleBase:RU046415}
A1L192	LisH domain-containing protein {ECO:0000259|PROSITE:PS50896}
B7ZA25	PRKG2
P13671	C6
Q8NGP2	OR8J1
B7ZA15	cDNA, FLJ79029, moderately similar to Cohesin subunit SA-3 {ECO:0000313|EMBL:BAH14501.1}
H3BN58	MLST8
Q8NGP3	OR5M9
P49619	DGKG
Q8NH10	OR8U1
Q8NGP0	OR4C13
B4DSI7	cDNA FLJ61686 {ECO:0000313|EMBL:BAG61649.1}
M0QZG7	SNRPA
Q8NGP6	OR5M8
Q8NH16	OR2L2
Q8IZD2	KMT2E
Q8NGP4	OR5M3
B3KMD8	cDNA FLJ10756 fis, clone NT2RP3004572, highly similar to Homo sapiens TAF2 RNA polymerase II, TATA b
Q8IZD4	DCP1B
H3BMT1	RRN3
Q8NH18	OR5J2
Q8NGP8	OR5M1
Q8NGP9	OR5AR1
Q8NH19	OR10AG1
P24310	COX7A1
P24311	COX7B
Q8IZD9	DOCK3
O15294	OGT
P26992	CNTFR
O15296	ALOX15B
O15297	PPM1D
F8W6L3	KLC1
H0YAI9	NSA2
P13674	P4HA1
B7ZA36	cDNA, FLJ79050, highly similar to DNA polymerase eta {ECO:0000313|EMBL:BAH14522.1}
Q8NH01	OR2T11
P13682	ZNF35
Q8NH02	OR2T29
P11021	HSPA5
Q8NH00	OR2T4
Q8NH05	OR4Q3
Q8NH03	OR2T3
P00338	LDHA
Q8NH04	OR2T27
B3KME8	cDNA FLJ10827 fis, clone NT2RP4001117, highly similar to Protein transport protein Sec61 subunit alp
Q8NH09	OR8S1
H3BMU1	IST1
H3BN62	BCAR1
Q8NH07	OR11H2
Q8IZC6	COL27A1
A0A0S2Z5H5	VPS28
Q8IZC7	ZNF101
C9JS83	POLR1B
C9J0T2	ICA1L
O75112-7	LDB3
P12318	FCGR2A
P12319	FCER1A
P12314	FCGR1A
P13646	KRT13
P13647	KRT5
P13645	KRT10
P13640	MT1G
B3KMG3	cDNA FLJ10929 fis, clone OVARC1000479, highly similar to Cullin-associated NEDD8-dissociated protein
A1L0V1	ACTN1
Q8NGN0	OR4D5
Q8NGN1	OR6T1
H3BMR4	POLR3E
A0A087X1K7	IKBKG
B4DSK9	cDNA FLJ60860, highly similar to Histone deacetylase 1 {ECO:0000313|EMBL:BAG61671.1}
Q8NGN4	OR10G9
Q8NGN5	OR10G8
B3KMF7	cDNA FLJ10863 fis, clone NT2RP4001575, highly similar to Vacuolar protein sorting protein 52 {ECO:00
Q8NGN2	OR10S1
Q8NGN3	OR10G4
B4DSK5	cDNA FLJ54381, highly similar to Vesicle-fusing ATPase {ECO:0000313|EMBL:BAG61667.1}
Q8NGN8	OR4A4P
P01699	IGLV1-44
Q8NGN6	OR10G7
P00367	GLUD1
P26951	IL3RA
C9J167	PMS2
C9J168	PRPSAP1
F8W6N3	BAP1
A5JUU5	PRLHR
P38935	IGHMBP2
Q5CZH6	DKFZp686N0561
P38936	CDKN1A
B7ZA10	cDNA, FLJ79024, highly similar to Arfaptin-1 {ECO:0000313|EMBL:BAH14496.1}
A0A024QZW7	NUP153
A0A2U3TZL8	KIF23
H3BMS7	DHX38
A1L0W4	MBD5
B4DSL9	cDNA FLJ58748, highly similar to U3 small nucleolar RNA-associated protein 6homolog {ECO:0000313|EMB
A1L188	NDUFAF8
Q8NGM1	OR4C15
Q8NGM8	OR6M1
Q8IZA3	H1FOO
I3L2M5	RPA1
Q8NGM9	OR8D4
P00352	ALDH1A1
O15240	VGF
Q8NGD4	OR4K1
Q8NGD5	OR4K14
Q8IYW5	RNF168
O15244	SLC22A2
H3BN13	BLOC1S6
A0A087X1E4	ARFIP2
A1L159	IKBKB
C9J0M4	BCAP31
O15234	CASC3
O15235	MRPS12
Q8NGD2	OR4K2
Q8NGD3	OR4K5
Q8NGD0	OR4M1
O15239	NDUFA1
Q8NGD1	OR4N2
Q8NGC5	OR6J1
Q8NGC6	OR4K17
Q8NGC3	OR10G2
Q2Q1W2	TRIM71
Q8IYV2	DDX20
Q8NGC4	OR10G3
O14733-2	MAP2K7
Q8NGC9	OR11H4
O15254	ACOX3
Q8IZ73	RPUSD2
Q8NGC7	OR11H6
Q8NGC8	OR11H7
Q8IYV9	IZUMO1
Q49AC8	FERMT1
H0YAF5	SEC31A
A1L167	UBE2QL1
O15247	CLIC2
I3L2G1	NSF
O15245	SLC22A1
B3KMA9	cDNA FLJ10621 fis, clone NT2RP2005498, highly similar to Serine/threonine-protein phosphatase 2A 55 
Q6ZW76	ANKS3
B3KMA8	cDNA FLJ10612 fis, clone NT2RP2005358, highly similar to Methyl-CpG-binding domain protein 3 {ECO:00
Q8NGC1	OR11G2
Q8NGC2	OR4E2
Q8NGC0	OR5AU1
H3BMQ0	TSC2
Q8NGB4	OR4S1
M0QZM0	STRN4
Q8NGB2	OR4C5
O15260	SURF4
Q8NGB8	OR4F15
O15265	ATXN7
Q8IYU2	HACE1
Q8NGB9	OR4F6
O15266	SHOX
Q8NGB6	OR4M2
O15263	DEFB4A
O15264	MAPK13
Q49AG4	DIS3
Q8IYU8	MICU2
A0A087X1H1	MBD3
B3KMB1	Structural maintenance of chromosomes protein {ECO:0000256|PIRNR:PIRNR005719}
A0A087X1G7	SELENOF
O15258	RER1
O15259	NPHP1
Q6ZVS2	cDNA FLJ42162 fis, clone THYMU2005303, highly similar to T-CELL SURFACE GLYCOPROTEIN CD8 ALPHA CHAIN
Q6ZW49	PAXIP1
I3L2H5	PLK1
O15273	TCAP
Q8NGA4	GPR32P1
O15270	SPTLC2
Q8NGA1	OR1M1
Q8NGA8	OR4F17
Q8IZ52	CHPF
Q6ZW61	BBS12
Q8NGA5	OR10H4
Q8NGA6	OR10H5
Q8IYT8	ULK2
B3KMC3	cDNA FLJ10681 fis, clone NT2RP3000031, highly similar to Histone deacetylase 6 {ECO:0000313|EMBL:BAG
Q7LGC8	CHST3
B4DSH1	cDNA FLJ51295, highly similar to Cell division cycle 5-like protein {ECO:0000313|EMBL:BAG61633.1}
O15269	SPTLC1
B3KMC9	5'-3' exoribonuclease {ECO:0000256|PIRNR:PIRNR037239}
I3L2I3	RPTOR
Q8NGA0	OR7G1
Q8NGH8	OR56A4
Q8NGH9	OR52E4
Q6ZVZ8	ASB18
B4DSA8	cDNA FLJ51067, highly similar to DNA damage-binding protein 1 {ECO:0000313|EMBL:BAG61570.1}
Q49AI3	SEC24D
Q49AI5	REV1
B4DSA5	cDNA FLJ58261, highly similar to Protein O-mannosyl-transferase 1 {ECO:0000313|EMBL:BAG61567.1}
H0YAB3	SEC31A
Q5CZA5	ZNF805
Q8NGH3	OR2D3
Q6NT89	TRNP1
Q6NSW7	NANOGP8
Q8NGH7	OR52L1
I3L2B0	CLUH
Q8NGH5	OR56A1
Q8NGG7	OR8A1
Q8NGG8	OR8B3
Q49AH0	CDNF
B4DSB9	cDNA FLJ51069, highly similar to DNA mismatch repair protein Msh2 {ECO:0000313|EMBL:BAG61581.1}
P14927	UQCRB
O15211	RGL2
Q6WN34	CHRDL2
P14923	JUP
P14920	DAO
P14921	ETS1
H0YAA2	PLRG1
A0A087X1B1	IKBKG
Q8NGG2	OR5T2
Q8NGG0	OR8J3
Q8NGG5	OR8K1
Q8NGG6	OR8B12
Q8NGG3	OR5T3
O15205	UBD
Q8NGG4	OR8H1
M0QZN2	RPS5
F8VV52	CNOT2
Q8NGF8	OR4B1
Q8NGF9	OR4X2
Q8NGF6	OR10W1
Q8IYY4	DZIP1L
Q8NGF7	OR5B17
F8VUW9	RACGAP1
Q6XPR3	RPTN
Q49AK4	DCC
Q6ZW95	KCNK2
B4DSC8	cDNA FLJ53181, highly similar to Probable global transcription activator SNF2L2 {ECO:0000313|EMBL:BA
B4DSC9	cDNA FLJ52738, highly similar to PRKCA-binding protein {ECO:0000313|EMBL:BAG61591.1}
P01619	IGKV3-20
P85299	PRR5
P85298	ARHGAP8
P01615	IGKV2D-28
P01614	IGKV2D-40
A0A024QZP7	CDK1
Q8NGF0	OR52B6
Q8NGF1	OR52R1
A0A087X1C5	CYP2D7
P01611	IGKV1D-12
O15212	PFDN6
O15213	WDR46
Q8NGF4	OR5AP2
M0QZQ8	TRAPPC5
F8W6W2	PKLR
M0QZQ6	SH2D3A
Q8NGF3	OR51D1
O15217	GSTA4
Q8NGE7	OR9K2
Q8IYX1	TBC1D21
Q8NGE8	OR4D9
F8W776	SEC61A2
Q8NGE5	OR10A7
I3L2D5	TRAP1
Q8IYX4	DND1
O15232	MATN3
O15230	LAMA5
Q8NGE9	OR9Q2
P14902	IDO1
Q6XPS3	TPTE2
B4DSD7	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit {ECO:0000256|PIRNR:PIRNR028043}
B4DSD8	Alpha-1,4 glucan phosphorylase {ECO:0000256|RuleBase:RU000587}
B4DSD4	cDNA FLJ58856 {ECO:0000313|EMBL:BAG61596.1}
P01602	IGKV1-5
P01601	IGKV1D-16
Q8NGE0	OR10AD1
O15226	NKRF
Q6ZVX7	NCCRP1
Q8NGE3	OR10P1
Q6NT76	HMBOX1
F8VV71	UBE2N
C9J0L6	ECT2
Q8NGE1	OR6C4
Q8NGE2	OR2AP1
O15228	GNPAT
Q8IYX0	ZNF679
M0QZ21	AP2S1
Q8NEY1	NAV1
A0A0S2Z4R5	TADA2A
Q14CB8	ARHGAP19
Q969L4	LSM10
B4DUA2	cDNA FLJ50224, highly similar to Proliferating cell nuclear antigen {ECO:0000313|EMBL:BAG62264.1}
Q8NEY4	ATP6V1C2
Q8IXM3	MRPL41
Q8NEY8	PPHLN1
Q8IXL6	FAM20C
Q8IXL7	MSRB3
C9JQF1	PBRM1
F8W8D4	UBA3
B7ZBH1	EIF6
Q07108	CD69
P60174	TPI1
M0QZ28	DTNA
P59190	RAB15
Q969K4	ABTB1
D6RCN7	IPO11
Q8NF91	SYNE1
Q969K3	RNF34
Q66LE6	PPP2R2D
B4DUB4	cDNA FLJ58946, highly similar to Protein orai-2 {ECO:0000313|EMBL:BAG62276.1}
A0A0S2Z4S3	AXIN1
B4DUB5	cDNA FLJ52760, highly similar to Caspase-7 {ECO:0000313|EMBL:BAG62277.1}
Q8IXL1	ELK4, ETS-domain protein (SRF accessory protein 1) {ECO:0000313|EMBL:AAH40145.1}
Q8NF99	ZNF397
Q08431	MFGE8
B4DUB2	cDNA FLJ54062, highly similar to Homo sapiens macrophage erythroblast attacher (MAEA), transcript va
P86790	CCZ1B
A0A0S2Z518	SEC63
Q969J3	BORCS5
Q969J5	IL22RA2
D6RCQ9	SEC31A
M0QYS2	STRN4
Q969J2	ZKSCAN4
A0A0S2Z511	SUCLA2
Q08426	EHHADH
Q6IBW4	NCAPH2
B4DUC5	cDNA FLJ53202, highly similar to Exportin-2 {ECO:0000313|EMBL:BAG62287.1}
Q8IXK0	PHC2
Q8IXK2	GALNT12
B4DUC2	cDNA FLJ54483, highly similar to Serine/threonine-protein kinase tousled-like 2 {ECO:0000313|EMBL:BA
D6RCQ4	IK
A0A0A0MR02	VDAC2
Q8IXJ6	SIRT2
A0A0A0MR05	MLST8
Q8NEV8	EXPH5
Q8NEV9	IL27
Q8IXJ9	ASXL1
A0A024QZD7	BAX
A0A0A0MR07	VAV1
M0QZ34	NOP53
A0A0S2Z4Q4	HGS
M0QYR1	SNRNP70
B4DUD6	cDNA FLJ54551, highly similar to Septin-7 {ECO:0000313|EMBL:BAG62298.1}
Q8NEV1	CSNK2A3
Q6IC98	GRAMD4
Q8NEV4	MYO3A
Q8IXJ3	SNRP116
L7UQJ2	ATG5
Q8NEU8	APPL2
Q6ZUJ8	PIK3AP1
O15302	CaM kinase II isoform {ECO:0000313|EMBL:AAB66908.1}
O15303	GRM6
O15304	SIVA1
O15305	PMM2
Q969P5	FBXO32
Q8IY21	DDX60
Q8IXQ5	KLHL7
Q8IXQ6	PARP9
Q8IXQ9	ETFBKMT
P0DPD5	ZNF723
P0DPD6	ECE2
P84103	SRSF3
Q6ZV00	cDNA FLJ43165 fis, clone FCBBF3002163, highly similar to Homo sapiens chromosome condensation-relate
Q6P712	SMC2
Q969P0	IGSF8
B3KNW1	AP1G1
Q6ZUQ0	cDNA FLJ43466 fis, clone OCBBF2036743, weakly similar to ZINC FINGER PROTEIN 133 {ECO:0000313|EMBL:B
G3XAK1	MST1
A0A0S2Z4W7	PRKCSH
Q8IY18	SMC5
Q6ZUP3	cDNA FLJ43494 fis, clone PEBLM2000170, moderately similar to Sprouty homolog 3 {ECO:0000313|EMBL:BAC
A0A0S2Z559	RAF1
B7ZBB8	PPP1R3G
I3L1Z2	FXR2
G3XAL0	MDH2
D6RD63	COPS4
A4QPB0	IQGAP1
A0A1L4AAQ7	PAX3
A4QPB2	LRP5L
P0DPB3	SCHIP1
P0DPB5	POLR1D
Q969N2	PIGT
D2KFR9	STAT1
Q969M7	UBE2F
Q8NEZ2	VPS37A
Q969M3	YIPF5
Q8NEZ3	WDR19
Q969M2	GJA10
P0DPB6	POLR1D
Q8NEZ4	KMT2C
M0QYV0	Protein kinase domain-containing protein {ECO:0000259|PROSITE:PS50011}
Q8NEZ5	FBXO22
Q969M1	TOMM40L
B3KNZ3	LIM and senescent cell antigen-like-containing domain protein {ECO:0000256|PIRNR:PIRNR038003}
B3KNZ4	EIF3C
A0A024QYX7	EIF3S8
A0A087X270	RFC3
G3XAN5	ASPH
A0A087X1V5	NBN
P48454	PPP3CC
G3XAN3	MCMDC2
B4DTX0	cDNA FLJ60891, highly similar to Macrophage colony-stimulating factor 1 {ECO:0000313|EMBL:BAG62132.1
Q6P6D7	PGAM1
B3KNS8	cDNA FLJ30322 fis, clone BRACE2006703, highly similar to Surfeit locus protein 6 {ECO:0000313|EMBL:B
B3KNS7	cDNA FLJ30320 fis, clone BRACE2006167, highly similar to Homo sapiens acyl-CoA synthetase bubblegum 
D2CPK0	XPC
B3KNS9	cDNA FLJ30326 fis, clone BRACE2007174, highly similar to Zinc finger protein 250 {ECO:0000313|EMBL:B
P11166	SLC2A1
I3L1T3	DERL2
P11168	SLC2A2
D2CPK7	XPC
Q8NEP4	C17orf47
I3L1T8	PRPF8
P11172	UMPS
P62750	RPL23A
Q8NEP9	ZNF555
P11171	EPB41
B4DTW9	cDNA FLJ57043, highly similar to Protein EMSY {ECO:0000313|EMBL:BAG62131.1}
P48444	ARCN1
P61421	ATP6V0D1
P62753	RPS6
Q07817-3	BCL2L1
P48448	ALDH3B2
P48449	LSS
P49770	EIF2B2
B4DTY4	MED6
B3KNT3	SRA1
A0A087X1W3	CCNQ
P48443	RXRG
P49773	HINT1
P49771	FLT3LG
Q6WKZ4	RAB11FIP1
P35125	USP6
P11177	PDHB
D2CPJ4	XPC
D2CPJ3	XPC
Q6IBR0	RPN1
Q573B4	LCK
D2CPJ5	XPC
Q93097	WNT2B
Q93096	PTP4A1
P11182	DBT
Q93098	WNT8B
P49767	VEGFC
P48436	SOX9
P49765	VEGFB
D6RCF7	WDR19
P49768	PSEN1
B4DTZ4	cDNA FLJ60156, highly similar to Vacuolar protein sorting protein 52 {ECO:0000313|EMBL:BAG62156.1}
P25791	LMO2
A0A0S2Z4H0	FH
P24462	CYP3A7
P49763	PGF
P48431	SOX2
A0A087X1X7	EEF1D
A0A087X296	PTGS1
B4DTZ1	cDNA FLJ60154, highly similar to Centrosomal protein of 110 kDa {ECO:0000313|EMBL:BAG62153.1}
P0DP57	SLURP2
P49761	CLK3
P49760	CLK2
P0DP58	LYNX1
Q2LC95	HLA-A
F8VX07	CS
Q8NF00	FLJ00404
Q93091	RNASE6
Q93086	P2RX5
P11150	LIPC
Q93084	ATP2A3
Q6IBN0	PSMD3
Q93083	MT1L
Q8IXB1	DNAJC10
A0A0S2Z4G8	TPM3
Q93088	BHMT
Q8IXB3	TRARG1
P25789	PSMA4
P49756	RBM25
A0A0S2Z4G6	TPM1
P25788	PSMA3
P49755	TMED10
P49754	VPS41
P49753	ACOT2
B4DTY8	cDNA FLJ61587, highly similar to Integrin alpha-1 {ECO:0000313|EMBL:BAG62150.1}
P49759	CLK1
P25787	PSMA2
P48426	PIP4K2A
P49758	RGS6
B4DTY9	Integrin beta {ECO:0000256|RuleBase:RU000633}
P49757	NUMB
P25786	PSMA1
Q08495	DMTN
Q08493	PDE4C
P23142	FBLN1
B3KNV5	cDNA FLJ30542 fis, clone BRAWH2001378, highly similar to Rattus norvegicus SH2-B PH domain containin
M0QYZ9	NOP53
P49750	YLPM1
M0QYZ7	DHPS
Q10713	PMPCA
F8W8N3	SKP1
I3L283	NPLOC4
I3L281	NPLOC4
Q08499	PDE4D
M0QYZ2	AP2S1
I3L1W6	VPS53
Q8NEM1	ZNF680
Q93074	MED12
P11161	EGR2
Q8NEM2	SHCBP1
Q93073	SECISBP2L
Q8NEM0	MCPH1
Q93079	HIST1H2BH
Q93077	HIST1H2AC
P24468	NR2F2
P61457	PCBD1
Q8NEM7	SUPT20H
P49747	COMP
P49746	THBS3
A0A1S5UZ17	LRRFIP2
Q969H4	CNKSR1
B4DU50	cDNA FLJ59986, moderately similar to Deoxyhypusine synthase {ECO:0000313|EMBL:BAG62212.1}
A0A1S5UZ19	SEC31A
B4DU51	cDNA FLJ54274, moderately similar to Induced myeloid leukemia cell differentiation protein Mcl-1 {EC
Q6N0B1	DKFZp686D0880
D6RCK3	MOB1B
Q969H0	FBXW7
P23193	TCEA1
Q6IBU0	EIF5
Q8NF60	FLJ00327
Q969H6	POP5
Q07157	TJP1
Q8IXI1	RHOT2
Q969H8	MYDGF
Q8IXI2	RHOT1
Q8NF64	ZMIZ2
Q8NET6	CHST13
Q8IXH6	TP53INP2
Q8IXH7	NELFCD
I3L1P5	HGS
B4DTS5	cDNA FLJ58882, highly similar to 26S proteasome non-ATPase regulatory subunit 11 {ECO:0000313|EMBL:B
P62714	PPP2CB
A0A0S2Z507	BTRC
Q969G3	SMARCE1
B4DU61	cDNA FLJ58425, highly similar to Protein O-mannosyl-transferase 1 {ECO:0000313|EMBL:BAG62223.1}
Q969G2	LHX4
A0A0S2Z500	OPTN
F8J2B5	LMO7
A0A087X1S3	HUWE1
Q969G9	NKD1
Q8NF50	DOCK8
P50747	HLCS
Q969G5	CAVIN3
Q6IC76	G22P1
A0A087X1S9	PARD3B
Q8NET5	NFAM1
Q969G6	RFK
Q8IXG5	UG0315G03 {ECO:0000313|EMBL:AAN76516.1}
P50749	RASSF2
P50748	KNTC1
B4DTT8	cDNA FLJ61396 {ECO:0000313|EMBL:BAG62100.1}
B4DU55	ZNF879
Q08462	ADCY2
Q969F0	FATE1
B4DU71	cDNA FLJ58626, highly similar to Endoplasmin (Heat shock protein 90 kDa beta member 1) {ECO:0000313|
P50750	CDK9
Q969F2	NKD2
Q969F1	GTF3C6
A0A087X1T3	COG8
B7ZAY4	cDNA, FLJ79348, highly similar to Cell division control protein 42 homolog {ECO:0000313|EMBL:BAH1482
Q969F8	KISS1R
Q6IBS0	TWF2
B7ZAY6	cDNA, FLJ79350, highly similar to Protein transport protein Sec24C {ECO:0000313|EMBL:BAH14822.1}
B7ZAY8	cDNA, FLJ79352 {ECO:0000313|EMBL:BAH14824.1}
Q969F9	HPS3
Q8NES3	LFNG
Q8IXG0	crn
D6RCM1	RBPJ
Q6ZUE0	cDNA FLJ43790 fis, clone TESTI2053399, moderately similar to Homo sapiens pescadillo 1, containing B
Q8IXF0	NPAS3
Q8NF37	LPCAT1
A0A0A0MQS9	LAMA4
Q8NER5	ACVR1C
I3L239	TRAP1
P62736	ACTA2
P49798	RGS4
B4DU69	cDNA FLJ56583, highly similar to Argininosuccinate lyase {ECO:0000313|EMBL:BAG62231.1}
Q14CA1	NRCAM
Q64F87	TCIRG1
B4DTU6	cDNA FLJ59982, highly similar to DNA methyltransferase 1-associated protein 1 {ECO:0000313|EMBL:BAG6
P49792	RANBP2
P49790	NUP153
D6RCL3	DIMT1
B4DTW4	cDNA FLJ59427, highly similar to Protein O-mannosyl-transferase 1 {ECO:0000313|EMBL:BAG62126.1}
P49796	RGS3
P49795	RGS19
D6RCL6	COPB2
P78396-3	CCNA1
A0A087X1U8	RRP12
Q6N0A7	DKFZp686H05229
