Q9NXB0	MKS1
O75531	BANF1
O75530	EED
Q9H553	ALG2
Q9H4T2	ZSCAN16
P24928	POLR2A
Q92562	FIG4
Q92560	BAP1
Q92565	RAPGEF5
Q2TAL8	QRICH1
Q92569	PIK3R3
O75528	TADA3
O75529	TAF5L
O75525	KHDRBS3
Q06643	LTB
A7E2Y1	MYH7B
Q674X7	KAZN
Q07973	CYP24A1
Q7Z569	BRAP
Q9H4S2	GSX1
A7E2X7	TOPBP1
H7C5A0	RFC2
E9PS41	WDR74
Q92551	IP6K1
P00966	ASS1
J3QKR0	COPS3
Q6UN15	FIP1L1
Q92552	MRPS27
Q92558	WASF1
Q92556	ELMO1
B2RA29	cDNA, FLJ94672, highly similar to Homo sapiens DPH2-like 1 (S. cerevisiae) (DPH2L1), mRNA {ECO:00003
B2RA26	cDNA, FLJ94667, highly similar to Homo sapiens hematopoietic protein 1 (HEM1), mRNA {ECO:0000313|EMB
Q9H4R4	NCOR1P1
Q07960	ARHGAP1
A0JLM9	SMC2
J3QL26	PPP4R1
Q92540	SMG7
Q07954	LRP1
P24903	CYP2F1
Q07955	SRSF1
J3QL20	CLTC
Q92543	SNX19
Q92542	NCSTN
Q92541	RTF1
Q92547	TOPBP1
Q92546	RGP1
P10319	HLA-B
O75506	HSBP1
O14593	RFXANK
P10316	HLA-A
Q76N89	HECW1
O14595	CTDSP2
O14594	NCAN
P36941	LTBR
P35610	SOAT1
P10314	HLA-A
B4DLT1	cDNA FLJ59716, highly similar to Vacuolar protein sorting 26A {ECO:0000313|EMBL:BAG59643.1}
P35613	BSG
Q9H4Y5	GSTO2
Q96AH0	NABP1
P35612	ADD2
P35611	ADD1
G3XAA2	MAP4K4
J3QL53	GPS1
Q5VWC4	PSMD4
O75508	CLDN11
O75509	TNFRSF21
B4DM67	cDNA FLJ59343, highly similar to Exportin-2 {ECO:0000313|EMBL:BAG59779.1}
P35606	COPB2
P35609	ACTN2
Q9H598	SLC32A1
P10323	ACR
P12980	LYL1
Q2TB10	ZNF800
P10321	HLA-C
Q9H596	DUSP21
P22307	SCP2
Q96AF9	ZYX
Q5QGT7	RTP2
P09341	CXCL1
P22309	UGT1A1
P23634	ATP2B4
P00973	OAS1
P22303	ACHE
Q06609	RAD51
P22301	IL10
E9PRV8	ARFIP2
P12956	XRCC6
Q9H583	HEATR1
Q9H4W6	EBF3
Q9H582	ZNF644
Q96AE4	FUBP1
Q92598	HSPH1
Q92597	NDRG1
Q7Z4Z1	Coatomer subunit epsilon {ECO:0000256|PIRNR:PIRNR016478}
Q9BXS5-2	AP1M1
Q5EE01	CENPW
P10301	RRAS
B4DM80	cDNA FLJ52563 {ECO:0000313|EMBL:BAG59792.1}
Q96AD5	PNPLA2
Q07912	TNK2
Q92583	CCL17
Q7Z4Y8	ATP5L2
P24941	CDK2
Q92585	MAML1
P09326	CD48
P09327	VIL1
G3XAD0	DFFB
Q9H3K6	BOLA2
O14672	ADAM10
B4DNT2	Dual specificity protein phosphatase {ECO:0000256|PIRNR:PIRNR000939}
Q9H3K2	GHITM
Q5VV43	KIAA0319
Q3SXY8	ARL13B
Q5VV41	ARHGEF16
O14662	STX16
O14668	PRRG1
O14681	EI24
A9QM74	KPNA7
O14682	ENC1
Q06495	SLC34A1
H7C4F6	KPNA4
Q17RY0	CPEB4
Q30134	HLA-DRB1
O14678	ABCD4
Q17RY6	LY6K
Q52LJ0	FAM98B
Q06481	APLP2
Q7Z3K6	MIER3
B2RBL9	cDNA, FLJ95582, highly similar to Homo sapiens breast cancer anti-estrogen resistance 1 (BCAR1),mRNA
H7C4G5	RUVBL1
Q7Z3K3	POGZ
A0A0S2Q0B1	ARID1A
J3QLL0	KPNA2
O14684	PTGES
Q9H3H9	TCEAL2
O14686	KMT2D
Q6NXS1	PPP1R2P3
B4E069	cDNA FLJ50324, highly similar to Geranylgeranyl transferase type-2 alpha subunit (EC 2.5.1.60) {ECO:
Q9H3H5	DPAGT1
Q7Z3J3	RGPD4
Q9H3H0	VATD
Q6NXT6	TAPT1
B2RBM7	cDNA, FLJ95595, highly similar to Homo sapiens proteasome (prosome, macropain) 26S subunit, non-ATPa
Q3SXZ3	ZNF718
B8ZX62	PLAT
F8VUA2	CHMP1A
Q6NXT2	H3F3C
Q30154	HLA-DRB5
P11802	CDK4
A0A0U1RQL1	SUCLA2
Q7Z3Q2	DKFZp686J1569
H7C4I3	RUVBL1
Q9H400	LIME1
A2VCT3	OGDH
A2VCT2	OGDH
O14627	CDX4
I1SRC5	UBE2L3/KRAS fusion protein {ECO:0000313|EMBL:AEA35014.1}
Q30167	HLA-DRB1
O14625	CXCL11
B4E006	cDNA FLJ53119, highly similar to ADP-ribosyl cyclase 1 (EC 3.2.2.5) {ECO:0000313|EMBL:BAG64268.1}
Q9H3N8	HRH4
Q7Z419	RNF144B
Q7Z412	PEX26
Q06455	RUNX1T1
Q9H3N1	TMX1
A8KA13	BCL6B
O14639	ABLIM1
A8KA19	cDNA FLJ75831, highly similar to Homo sapiens exportin, tRNA (nuclear export receptor for tRNAs) (XP
Q7Z3Q1	SLC46A3
O14633	LCE2B
Q9H3M7	TXNIP
Q9H3M9	ATXN3L
Q7Z401	DENND4A
Q5VV63	ATRNL1
Q5JRS4	OR10J3
Q9H3M0	KCNF1
Q5VV67	PPRC1
Q7Z406	MYH14
O14649	KCNK3
O14641	DVL2
O14640	DVL1
P0C1H6	H2BFM
O14647	CHD2
O14646	CHD1
B4E043	KHDRBS1
Q7Z3N9	DKFZp686G1650
Q06432	CACNG1
Q9H3L0	MMADHC
O14654	IRS4
O14653	GOSR2
O14656	TOR1A
O14657	TOR1B
Q7Z3E1	TIPARP
Q7Z3E0	DKFZp686O0451
P58499	FAM3B
B4DNK4	PKM
Q9H3B0	PRO2051 {ECO:0000313|EMBL:AAG35490.1}
B4DNK0	cDNA FLJ55582, highly similar to Homo sapiens DPH1 homolog (DPH1), mRNA {ECO:0000313|EMBL:BAG60262.1
J3QLA6	PPP4R1
C6EMX8	DNA helicase {ECO:0000256|SAAS:SAAS00536514}
Q5GIA7	Antigen MU-RMS-40.16A {ECO:0000313|EMBL:AAT44400.1}
Q5U0C2	Replication factor C (Activator 1) 3, 38kDa {ECO:0000313|EMBL:AAV38474.1}
P33176	KIF5B
C9JJS3	PRPSAP2
E9PSD7	UPRT
O14604	TMSB4Y
O14607	UTY
Q7Z3C6	ATG9A
O14602	EIF1AY
B4E001	cDNA FLJ52817, highly similar to Exosome complex exonuclease RRP4 (EC 3.1.13.-) {ECO:0000313|EMBL:BA
Q5VUJ6	LRCH2
Q7Z3B1	NEGR1
O14618	CCS
O14617	AP3D1
Q7Z3B4	NUP54
Q7Z3B3	KANSL1
O14610	GNGT2
Q17RS7	GEN1
O14613	CDC42EP2
Q7Z3I7	ZNF572
Q5U0I7	Serine/threonine-protein phosphatase {ECO:0000256|RuleBase:RU004273}
H7C531	PSMD6
Q9H3F6	KCTD10
Q7Z3H3	DKFZp686F0183
J3QLE8	GPS1
Q9H3E8	MSTP037 {ECO:0000313|EMBL:AAG39288.1}
Q9H3E2	SNX25
H7C540	PRPS2
Q05193	DNM1
Q64LD2	WDR25
Q05195	MXD1
Q7Z3G2	DKFZp686L18142
Q7Z3G6	PRICKLE2
Q3SY89	ELOA3B
J3QLH6	PSMC5
Q3SY84	KRT71
Q5M9Q1	NKAPL
P83436	COG7
Q9H3D4	TP63
A0A0U1RQU7	SUCLA2
Q17RW2	COL24A1
B2RBA6	DNA helicase {ECO:0000256|SAAS:SAAS00536514}
Q566Q1	LAMA3
Q9H3C7	GGNBP2
P22460	KCNA5
P22459	KCNA4
P09493	TPM1
P23786	CPT2
H7C3T0	COPS6
P09496	CLTA
P09497	CLTB
P21127	CDK11B
H7C3T4	PRDX4
P47755	CAPZA2
H7C452	DDX18
P22455	FGFR4
P47756	CAPZB
Q4ZG57	MCM6
Q9H3Z4	DNAJC5
A0A024R4C8	DFFB
B4DND6	cDNA FLJ55804, highly similar to COP9 signalosome complex subunit 1 {ECO:0000313|EMBL:BAG60198.1}
P08174	CD55
P08172	CHRM2
P08173	CHRM4
H9XFB4	PAK2
P22466	GAL
P57103	SLC8A3
P59768	GNG2
P10451	SPP1
Q9H3Y6	SRMS
P35754	GLRX
P21108	PRPS1L1
P23769	GATA2
B4DNE3	cDNA FLJ60729, highly similar to Serine/threonine-protein phosphatase PP1-gammacatalytic subunit (EC
P09471	GNAO1
A2VDG3	CSF1R
P23760	PAX3
P47736	RAP1GAP
P23763	VAMP1
P35749	MYH11
Q76LX8	ADAMTS13
P0C0S5	H2AFZ
Q9H492	MAP1LC3A
P59780	AP3S2
Q4ZG72	DDX18
P0C0S8	HIST1H2AG
Q9H490	PIGU
P08151	GLI1
P60763	RAC3
P09488	GSTM1
P09486	SPARC
P23771	GATA3
B2RB57	cDNA, FLJ95321, highly similar to Homo sapiens ATG7 autophagy related 7 homolog (S. cerevisiae) (ATG
B2RAT6	Galactose-1-phosphate uridylyltransferase {ECO:0000256|RuleBase:RU000506}
A0A024R4H5	DFFA
P60709	ACTB
Q5VVJ2	MYSM1
A0A087WT20	DCAF13
O75694	NUP155
O75695	RP2
Q2TA77	PIAS2
O75691	UTP20
P33151	CDH5
P46459	NSF
O75689	ADAP1
O75688	PPM1B
O75683	SURF6
A0A024R4J1	FPR1
P08185	SERPINA6
P08183	ABCB1
P21145	MAL
P47775	GPR12
B2RAW0	cDNA, FLJ95154, highly similar to Homo sapiens disabled homolog 2, mitogen-responsive phosphoprotein
O75676	RPS6KA4
O75674	TOM1L1
P58400	NRXN1
Q6A1A2	PDPK2P
P58401	NRXN2
P33121	ACSL1
P46439	GSTM5
P35790	CHKA
P08195	SLC3A2
B2RB94	cDNA, FLJ95380, highly similar to Homo sapiens vacuolar protein sorting 41 (yeast) (VPS41), transcri
B2RB13	cDNA, FLJ95253, highly similar to Homo sapiens acyl-CoA synthetase long-chain family member 6(ACSL6)
O75665	OFD1
Q9H3S5	PIGM
Q7Z3U7	MON2
O75663	TIPRL
Q9H444	CHMP4B
Q9H3S4	TPK1
Q9H3S7	PTPN23
Q9H446	RWDD1
Q9H3S1	SEMA4A
Q05209	PTPN12
P0C0L5	C4B
P0C0L4	C4A
Q7Z3V4	UBE3B
Q07869	PPARA
Q07866	KLC1
J3QLR1	RUVBL1
Q3SYC2	MOGAT2
Q6A163	KRT39
Q6A162	KRT40
B2RAQ8	cDNA, FLJ95058, highly similar to Homo sapiens carnitine palmitoyltransferase 1A (liver) (CPT1A),nuc
Q6WRX3	ZYG11A
Q9H3R7	DKK2
Q07864	POLE
Q7Z3T8	ZFYVE16
Q9H3R5	CENPH
Q9H3R0	KDM4C
Q9H3R2	MUC13
Q7Z460	CLASP1
Q7Z465	BNIPL
Q3SYB3	FOXD4L6
Q52LR7	EPC2
B2RAR0	cDNA, FLJ95061, highly similar to Homo sapiens bridging integrator 2 (BIN2), mRNA {ECO:0000313|EMBL:
A0A0U1RQF8	SUCLA2
O75643	SNRNP200
Q6XUX3	DSTYK
Q9H422	HIPK3
Q7Z444	ERAS
Q7Z3S7	CACNA2D4
Q06520	SULT2A1
Q7Z3S9	NOTCH2NL
Q9H3Q1	CDC42EP4
Q7Z3T1	OR2W3
J3QLT0	GPS1
P11717	IGF2R
Q5JRX3	PITRM1
O75636	FCN3
P11712	CYP2C9
Q9H3P7	ACBD3
Q9H3P2	NELFA
Q7Z434	MAVS
B6A8C7	TARM1
O75631	UPK3A
Q7Z3R8	DKFZp686D10173
Q9H410	DSN1
Q07837	SLC3A1
Q3SYD7	BRF1
Q7Z443	PKD1L3
O75628	REM1
Q52M93	ZNF585B
P08118	MSMB
O75626	PRDM1
B4DN74	cDNA FLJ51001, highly similar to S-adenosylmethionine synthetase isoform type-2 (EC 2.5.1.6) {ECO:00
Q6NYC1	JMJD6
Q9H488	POFUT1
P11766	ADH5
B2RAL6	cDNA, FLJ94991, highly similar to Homo sapiens integrin, alpha L (antigen CD11A (p180), lymphocyte f
Q7Z3Z4	PIWIL4
Q7Z3Z3	PIWIL3
P22415	USF1
P0C0P6	NPS
Q92496	CFHR4
P08123	COL1A2
P23743	DGKA
Q92499	DDX1
P09455	RBP1
Q3SYG4	BBS9
Q7Z3Z0	KRT25
P22413	ENPP1
O75629	CREG1
P47712	PLA2G4A
O75616	ERAL1
Q52LW3	ARHGAP29
O75610	LEFTY1
Q07820	MCL1
Q4ZG14	ERBB4
Q5GJ67	Hypothetical rhabdomyosarcoma antigen MU-RMS-40.3 {ECO:0000313|EMBL:AAT44528.1}
Q07817	BCL2L1
Q92481	TFAP2B
Q7Z3Y7	KRT28
Q92485	SMPDL3B
Q7Z3Y9	KRT26
P23759	PAX7
Q7Z3Y8	KRT27
Q07812	BAX
Q92482	AQP3
P08134	RHOC
P09466	PAEP
P08133	ANXA6
P08138	NGFR
P09467	FBP1
O75618	DEDD
P09429	HMGB1
P35716	SOX11
O75603	GCM2
O75604	USP2
P10415	BCL2
O75600	GCAT
Q9H3U7	SMOC2
P10412	HIST1H1E
Q9H469	FBXL15
P35713	SOX18
P35712	SOX6
Q7Z494	NPHP3
Q9H461	FZD8
Q9H3U1	UNC45A
A0A0R7FJH5	F12
H7C4C8	CCT8
Q7Z497	SF3B1
Q92478	CLEC2B
P08100	RHO
O75608	LYPLA1
Q7Z3V9	DKFZp686E1183
Q92466	DDB2
J3QLW7	NIP7
Q7Z2K6	ERMP1
Q6NX45	ZNF774
B2RCL8	cDNA, FLJ96151, highly similar to Homo sapiens aryl hydrocarbon receptor nuclear translocator-like(A
H7C3C7	SNAP47
Q9H2H8	PPIL3
B4E184	cDNA FLJ53267, highly similar to Optineurin {ECO:0000313|EMBL:BAG64696.1}
Q9H2H0	CXXC4
Q5VTR2	RNF20
Q05048	CSTF1
A8KAN3	cDNA FLJ77226, highly similar to Homo sapiens p21 activated kinase 1B (PAK1B) mRNA {ECO:0000313|EMBL
Q17R89	ARHGAP44
Q9H2G9	BLZF1
Q6NX51	EXOC4
Q17R88	SORCS3
Q9H2G2	SLK
Q9H2G4	TSPYL2
Q7Z2I8	DKFZp686A24188
B4DP95	cDNA FLJ58600, highly similar to Inhibitor of nuclear factor kappa B kinase subunit beta (EC 2.7.11.
A5HJZ4	IFNGR1
B4E0X6	Proteasome subunit alpha type {ECO:0000256|RuleBase:RU000551}
Q07699	SCN1B
B2RCN8	cDNA, FLJ96179, highly similar to Homo sapiens glucocorticoid modulatory element binding protein 1 (
A8KAQ7	ANAPC7
A8KAQ5	cDNA FLJ77404, highly similar to Homo sapiens small nuclear ribonucleoprotein 70kDa polypeptide (RNP
A0A087WTG3	CUL3
Q9H2F5	EPC1
Q17R98	ZNF827
E9PPG9	RAE1
Q5M8T4	CTGF
Q07687	DLX2
H7C3F9	ARPC2
Q5KU26	COLEC12
Q9H2E6	SEMA6A
B4DP31	PRPSAP1
Q9H2M9	RAB3GAP2
I6QMM9	SKIL
Q5JQS5	OR2B11
B2RCH4	cDNA, FLJ96073, highly similar to Homo sapiens contactin associated protein-like 2 (CNTNAP2), mRNA {
P58182	OR12D2
Q08999	RBL2
B4E0Q9	cDNA FLJ52821, highly similar to Protein transport protein Sec23A {ECO:0000313|EMBL:BAG64521.1}
B4E0Q4	SUPT5H
P58180	OR4D2
P58181	OR10A3
A0A087WTA5	EIF2B4
B4E0S2	cDNA FLJ52150, moderately similar to Laminin beta-1 chain {ECO:0000313|EMBL:BAG64534.1}
Q9H2L7	DC33 {ECO:0000313|EMBL:AAG44663.1}
Q63HJ8	DKFZp686J08252
E9PPI9	EXOSC4
Q9H2L5	RASSF4
B4E141	cDNA FLJ61028, highly similar to Golgi SNAP receptor complex member 2 {ECO:0000313|EMBL:BAG64653.1}
E9PPI5	PPP2R1B
Q07666	KHDRBS1
Q06330	RBPJ
Q38HM2	E1A-associated protein p300 {ECO:0000313|EMBL:ABB16440.1}
Q9H2K8	TAOK3
Q9H2K2	TNKS2
Q9H2K0	MTIF3
Q06323	PSME1
Q07654	TFF3
Q9H2J4	PDCL3
Q4J699	PMCA2
Q9H2I8	LRMDA
P35499	SCN4A
P35498	SCN1A
F5GXM3	IST1
Q685J3	MUC17
L8EAG2	LAMA5
A0A097PIG0	BMP4
P60468	SEC61B
U3N491	BMP2
B4E112	cDNA FLJ51435, moderately similar to Cofilin-1 {ECO:0000313|EMBL:BAG64624.1}
A0A024R7T1	RET
P23490	LOR
P10176	COX8A
L8EAF3	ZEB1
P58166	INHBE
P48788	TNNI2
A0A024R7S3	CLTB
P58173	OR2B6
P60484	PTEN
B2RCG9	cDNA, FLJ96065, highly similar to Homo sapiens protein phosphatase 4, regulatory subunit 1 (PPP4R1),
Q5JQF8	PABPC1L2A
P48775	TDO2
P23497	SP100
P58170	OR1D5
Q7Z2G1	H2BFWT
P46199	MTIF2
P60412	KRTAP10-11
P60411	KRTAP10-9
P60410	KRTAP10-8
A0A087WSY1	MUSK
A0A024R7U6	MCM4
Q05084	ICA1
A0A087WSY5	CPB2
Q6NWP5	IL1R1
A0A087WSY4	IGHV4-30-2
H7C3P9	COPS3
C9JN51	IKBKG
Q05086	UBE3A
P58107	EPPK1
Q9H2C5	OR52A5
Q9H2C8	OR51V1
P61758	VBP1
Q9H2C2	ARV1
Q9H2C1	LHX5
Q9H2C0	GAN
Q7Z2E3	APTX
O75293	GADD45B
Q17R51	GRIA3
P61764	STXBP1
Q9H2B4	SLC26A1
Q17R53	OR51B2
P61769	B2M
A0A087WSZ0	IGKV1D-8
Q9H2B2	SYT4
B5TY33	MAPK14
Q05066	SRY
Q9H2A7	CXCL16
Q9H2A9	CHST8
Q9H2A3	NEUROG2
Q17RG0	ATG16L1
H7C2Q3	PSMD2
C9JNQ3	PRPSAP1
O75388	GPR32
P10114	RAP2A
O75386	TULP3
P11441	UBL4A
O75385	ULK1
Q9H2Y7	ZNF106
P35414	APLNR
Q76L83	ASXL2
O75382	TRIM3
P48729	CSNK1A1
P48728	AMT
A0A140VJQ5	Testicular tissue protein Li 131 {ECO:0000313|EMBL:AEE61042.1}
O75390	CS
P09131	SLC10A3
P09132	SRP19
C9JNP9	UFD1
F5GX48	ATP6V0A2
H7C2R3	ATG7
P24752	ACAT1
P35408	PTGER4
O75379	VAMP4
Q5JRA6	MIA3
P10124	SRGN
O75376	NCOR1
O75373	ZNF737
Q9H2X6	HIPK2
Q6NXF2	FLNA
Q9H2X9	SLC12A5
O75380	NDUFS6
Q9H2X3	CLEC4M
O75381	PEX14
Q4J6C6	PREPL
Q9H2X0	CHRD
P23434	GCSH
P23435	CBLN1
P22105	TNXB
Q29RF7	PDS5A
P12757	SKIL
O75369	FLNB
E9PQ82	RDX
O75366	AVIL
O75367	H2AFY
O75364	PITX3
O75365	PTP4A3
P12755	SKI
Q9H2W6	MRPL46
O75362	ZNF217
O75360	PROP1
P23409	MYF6
Q9H2W2	MIXL1
P09110	ACAA1
Q7Z2Z1	TICRR
Q5VUA4	ZNF318
F5GX23	PSMD9
Q7Z2Z2	EFL1
P60409	KRTAP10-7
P10109	FDX1
C9K057	ARPC1B
A0A024R7K5	MEF2B
E9PPX2	FOSL1
O75351	VPS4B
O75352	MPDU1
Q7Z2Y5	NRK
P23416	GLRA2
H7C2U0	CCT8
P00797	REN
P23415	GLRA1
F5GX11	PSMA1
P23470	PTPRG
P23471	PTPRZ1
O75348	ATP6V1G1
Q5U0A0	Proteasome subunit alpha type {ECO:0000256|RuleBase:RU000551}
O75346	ZNF253
O75347	TBCA
B2RBV7	cDNA, FLJ95721, highly similar to Homo sapiens cullin 4A (CUL4A), mRNA {ECO:0000313|EMBL:BAG37354.1}
O75344	FKBP6
P11488	GNAT1
O75342	ALOX12B
P35453	HOXD13
O75343	GUCY1B2
P10153	RNASE2
O75340	PDCD6
P11487	FGF3
P46109	CRKL
P09172	DBH
E9PPY8	AP2A2
P35462	DRD3
E9PPY7	ARFIP2
P34130	NTF4
P23467	PTPRB
Q7Z3A3	DKFZp686M216
P23468	PTPRD
P23469	PTPRE
P48764	SLC9A3
P46108	CRK
O75339	CILP
H7C378	PSMD1
O75335	PPFIA4
P46100	ATRX
P36776	LONP1
O75334	PPFIA2
P35443	THBS4
P35442	THBS2
O75330	HMMR
P11498	PC
A0A0A7M1X5	LMNB2
P35452	HOXD12
B2RC95	cDNA, FLJ95923, highly similar to Homo sapiens frizzled homolog 1 (Drosophila) (FZD1), mRNA {ECO:000
O75326	SEMA7A
O75322	Hsp89-alpha-delta-N {ECO:0000313|EMBL:AAC25497.1}
Q52LA3	LIN52
A0A140VK41	Testicular secretory protein Li 41 {ECO:0000313|EMBL:AEE61178.1}
P11465	PSG2
Q6NXG1	ESRP1
P11464	PSG1
P48742	LHX1
A8WDG6	DNA repair protein {ECO:0000313|EMBL:ABW96212.1}
B2RBY4	DNA primase {ECO:0000256|RuleBase:RU003514}
P23443	RPS6KB1
P48745	NOV
O75317	USP12
P48740	MASP1
O75311	GLRA3
A0A087WU64	POLA1
P10147	CCL3
O75312	ZPR1
O75310	UGT2B11
A0A087WU65	VPS45
P11474	ESRRA
P11473	VDR
Q4V9L6	TMEM119
P10144	GZMB
P10145	CXCL8
A0A024R802	PRKAR1B
B2RBZ8	cDNA, FLJ95781 {ECO:0000313|EMBL:BAG37395.1}
B2RBZ9	cDNA, FLJ95782, highly similar to Homo sapiens ectodysplasin A2 isoform receptor (XEDAR), mRNA {ECO:
H7C2Y5	Uncharacterized protein {ECO:0000313|Ensembl:ENSP00000408410}
P23458	JAK1
P48730	CSNK1D
P48736	PIK3CG
P48735	IDH2
O75309	CDH16
B2RBR9	cDNA, FLJ95650, highly similar to Homo sapiens karyopherin (importin) beta 1 (KPNB1), mRNA {ECO:0000
O75306	NDUFS2
F8VQQ8	UBE2N
Q9H329	EPB41L4B
Q5VTY9	HHAT
Q7Z348	DKFZp686I24235
P00709	LALBA
C9JNH8	RAD50
Q06418	TYRO3
Q06416	POU5F1B
A0A0U1RRI1	SUCLA2
B2RC45	cDNA, FLJ95846, highly similar to Homo sapiens serpin peptidase inhibitor, clade B (ovalbumin), memb
Q9H2P9	DPH5
Q9H313	TTYH1
Q06413	MEF2C
Q63HN8	RNF213
Q7Z338	DKFZp686L1857
Q9H2P0	ADNP
Q7Z340	ZNF551
B2RC50	cDNA, FLJ95853, highly similar to Homo sapiens exosome component Rrp46 (RRP46), mRNA {ECO:0000313|EM
Q9H306	MMP27
L8EAV1	PLCE1
Q9H307	PNN
Q63HK3	ZKSCAN2
Q63HK5	TSHZ3
Q9H300	PARL
Q17RA0	IL6ST
Q7Z333	SETX
Q6NWY9	PRPF40B
A0A087WTQ2	WDR37
Q17RB8	LONRF1
Q7Z322	DKFZp686H14204
A8KAH7	cDNA FLJ75444, highly similar to Homo sapiens protein kinase, cAMP-dependent, regulatory, type II, a
Q5EBL2	ZNF628
U5XH19	LILRA6
Q7Z2W9	MRPL21
B4E091	cDNA FLJ55438, highly similar to Splicing factor 3 subunit 1 {ECO:0000313|EMBL:BAG64353.1}
B4E092	cDNA FLJ53120, highly similar to CDC45-related protein {ECO:0000313|EMBL:BAG64354.1}
Q17RC7	EXOC3L4
B4DNX3	cDNA FLJ56412, highly similar to Advanced glycosylation end product-specific receptor {ECO:0000313|E
Q9H369	PRO1633 {ECO:0000313|EMBL:AAG35535.1}
Q5EBL8	PDZD11
Q7Z392	TRAPPC11
P00749	PLAU
Q9H2U2	PPA2
Q9H361	PABPC3
Q9H2U1	DHX36
Q7Z2X4	PID1
Q63HR2	TNS2
P00747	PLG
P00748	F12
P00746	CFD
P00742	F10
P00740	F9
Q9H2T7	RANBP17
P11413	G6PD
Q17RD7	SYT16
E9PQ35	CCT3
Q7Z2W4	ZC3HAV1
P00738	HP
P00739	HPR
P00736	C1R
P00734	F2
A8KAJ2	cDNA FLJ77804 {ECO:0000313|EMBL:BAF85746.1}
Q7Z2W7	TRPM8
P24723	PRKCH
P09104	ENO2
D1CS68	TLR7
B2RBP3	cDNA, FLJ95615, highly similar to Homo sapiens ubiquitin-activating enzyme E1C (UBA3 homolog, yeast)
Q9H2S9	IKZF4
Q9H346	OR52D1
Q9H348	HVPS41
Q9H342	OR51J1
Q9H341	OR51M1
Q9H344	OR51I2
Q9H343	OR51I1
Q7Z370	DKFZp686L02273
Q9H340	OR51B6
Q5RI15	COX20
Q7Z376	DKFZp686B23205
Q9H339	OR51B5
Q63HP7	DKFZp686P1551
Q9H334	FOXP1
A0A087WTL3	ATP5D
E9PQ57	RAE1
Q63HQ2	EGFLAM
Q63HQ4	DKFZp686K04147
A1E959	ODAM
Q5U086	Serine/threonine-protein phosphatase {ECO:0000256|RuleBase:RU004273}
P00750	PLAT
P00751	CFB
B2RDN3	NUBP2
B4E292	cDNA FLJ53958, highly similar to Leukotriene B4 receptor 2 {ECO:0000313|EMBL:BAG65054.1}
B2RDN9	cDNA, FLJ96699, highly similar to Homo sapiens thyroid autoantigen 70kDa (Ku antigen) (G22P1), mRNA 
Q06265	EXOSC9
B2RDN4	BOP1
J3JZZ9	UBE1C
E9PQG3	PSMD13
Q684P5	RAP1GAP2
Q69YV3	DKFZp762H177
B2RE06	cDNA, FLJ96859 {ECO:0000313|EMBL:BAG38103.1}
Q9H1E5	TMX4
Q9H1E3	NUCKS1
Q66PJ3	ARL6IP4
Q70Z35	PREX2
G5E9Y7	LDB2
Q9H1D9	POLR3F
Q2WGJ6	KLHL38
Q9H1D0	TRPV6
Q70Z44	HTR3D
Q9H1C4	UNC93B1
A0AUL6	ACTB
Q9H1K4	SLC25A18
B2RDJ6	CIAO1
Q9H1K1	ISCU
Q9H1K0	RBSN
Q08881	ITK
Q5VT52	RPRD2
B5MDF5	RAN
F8VS81	TWF1
B4DPS6	cDNA FLJ59371, highly similar to Exportin-2 {ECO:0000313|EMBL:BAG60688.1}
Q9H1J5	WNT8A
Q9H1J7	WNT5B
Q9H1J1	UPF3A
Q5VST9	OBSCN
B8ZZ80	ORC2
A0A087WUD2	NEDD9
A0A140VJF3	Testicular tissue protein Li 27 {ECO:0000313|EMBL:AEE60940.1}
Q9H1I8	ASCC2
Q6NVV1	RPL13AP3
B4DPV3	cDNA FLJ58109, highly similar to Protein diaphanous homolog 3 {ECO:0000313|EMBL:BAG60715.1}
Q06203	PPAT
Q5VT25	CDC42BPA
Q6NW40	RGMB
B4E1U9	cDNA FLJ54776, highly similar to Cell division control protein 42 homolog {ECO:0000313|EMBL:BAG64911
B4E1W8	cDNA FLJ60213, highly similar to Tenascin {ECO:0000313|EMBL:BAG64930.1}
P00918	CA2
F8VRX4	DDX54
E9PQN5	PPP2R5B
Q69YM7	DKFZp313J1712
Q6NVI1	MARCKS
H7C2I1	PRMT1
B2RDF5	cDNA, FLJ96587, highly similar to Homo sapiens SUMO-1 activating enzyme subunit 2 (UBA2), mRNA {ECO:
B4E205	cDNA FLJ61651, highly similar to Protein transport protein Sec24A {ECO:0000313|EMBL:BAG64967.1}
Q5JPE7	NOMO2
F5GZ03	TCP1
B4DQ03	cDNA FLJ57859, highly similar to Ras-related GTP-binding protein C {ECO:0000313|EMBL:BAG60765.1}
Q5JPE4	DKFZp667O202
B4E1Q0	cDNA FLJ59603, highly similar to Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A
Q6NVJ2	ATP6V1G2
Q69YN4	VIRMA
B2RDG0	Proteasome subunit alpha type {ECO:0000256|RuleBase:RU000551}
C9JLV5	COPS3
F8VSD4	UBE2N
H7C2J8	ATG7
Q6ZYL4	GTF2H5
B4DQ18	cDNA FLJ55767, highly similar to Lysophosphatidic acid receptor Edg-2 {ECO:0000313|EMBL:BAG60780.1}
B2RDH3	cDNA, FLJ96609, highly similar to Homo sapiens angiotensin II receptor-like 1 (AGTRL1), mRNA {ECO:00
